Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Austin Machado","ATL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.229751,0.0953802,0.227289,0.419642,0.316431,0.352044,0.298325,0.668475,0.122292,3.98108,0.283023,,-0.000864545,0.106198,-0.0119598,89.4761,-0.000864545,0.014259,-0.013337535783648491,0.01425904966890812,0.00349824,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Austin Machado","sa3025442",827629
"Kane Kepley","CHC",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.228916,0.100247,0.222132,0.451297,0.322757,0.359616,0.304199,0.682373,0.1307,6.07848,0.28002,,0.00165488,0.110967,-0.00719024,95.7636,0.00165488,0.00393692,-0.0033661723136901855,0.003936924040317535,0.00346236,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Kane Kepley","sa3035293",823807
"Alfredo Duno","CIN",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.22685,0.113752,0.270112,0.42113,0.318408,0.38691,0.310646,0.705319,0.16006,2.49211,0.289487,,-0.00235087,0.116202,-0.00195577,93.5077,-0.00235087,0.0104961,-0.01004558871500194,0.010496087372303009,0.00345005,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Alfredo Duno","sa3021066",806957
"Carlos Pérez","HOU",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.219146,0.0731943,0.217381,0.33671,0.284533,0.392978,0.294942,0.677511,0.173832,2.01785,0.243992,,-0.00157931,0.103452,-0.0147057,88.294,-0.00157931,0.014259,-0.01537623000331223,0.01425904966890812,0.00340713,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Carlos Perez","10642",542208
"Isan Díaz",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.229395,0.0923521,0.237773,0.388404,0.304663,0.396254,0.306382,0.700917,0.166859,3.38064,0.26865,,-0.0013905,0.11274,-0.00541767,92.5824,-0.0013905,0.00784248,-0.010133014409802854,0.007842478342354298,0.00328708,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Isan Diaz","17922",656371
"Adrian Pinto","TOR",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.233077,0.0751763,0.221126,0.33997,0.302922,0.378255,0.299234,0.681177,0.145178,4.99131,0.277058,,0.000559119,0.106936,-0.0112215,91.2785,0.000559119,0.0072165,-0.00972022145288065,0.007216504774987698,0.00326527,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Adrian Pinto","sa3015542",691437
"Henry Bolte","ATH",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.228693,0.0867319,0.342831,0.252988,0.306286,0.377092,0.300617,0.683378,0.1484,7.43402,0.339061,,0.0037694,0.108059,-0.0100989,91.2162,0.0037694,0.00393692,-0.006612309254705906,0.003936924040317535,0.00318897,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Henry Bolte","sa3020006",703607
"Luken Baker","ARI",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.225469,0.10187,0.26488,0.384588,0.306521,0.415296,0.313514,0.721817,0.189827,2.32407,0.270719,,-0.00156253,0.11853,0.000372731,99.3682,-0.00156253,0,-0.0023113323841243982,0,0.00316748,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Luken Baker","21497",663609
"Aron Estrada","BAL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.247525,0.0628944,0.214797,0.292809,0.301747,0.390075,0.301358,0.691822,0.14255,6.59759,0.296136,,0.00195824,0.10866,-0.00949734,93.5821,0.00195824,0.00213886,-0.005606017541140318,0.002138857962563634,0.0031667,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Aron Estrada","sa3018552",800406
"Juan Ortuno","MIL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.21764,0.107168,0.261442,0.40991,0.315824,0.357971,0.300711,0.673795,0.140331,3.71096,0.27527,,-0.00113203,0.108135,-0.0100222,92.3364,-0.00113203,0.00784248,-0.01021492073778063,0.007842478342354298,0.00316123,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Juan Ortuno","sa3024330",821187
"Eduardo Quintero","LAD",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.216192,0.103156,0.286516,0.360036,0.302808,0.359412,0.293545,0.662219,0.143219,6.17559,0.284837,,0.00230231,0.102317,-0.0158406,87.1819,0.00230231,0.0104961,-0.012889837147668004,0.010496087372303009,0.00315905,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Eduardo Quintero","sa3021208",808234
"Francisco Mejía",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.241836,0.0564629,0.20888,0.270312,0.28928,0.384436,0.29315,0.673716,0.142601,3.29473,0.281826,,-0.00117141,0.101997,-0.0161611,86.4224,-0.00117141,0.014259,-0.01726368919480592,0.01425904966890812,0.00309655,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Francisco Mejia","16403",642336
"Max Stassi",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.220108,0.0898246,0.262938,0.341619,0.301746,0.347389,0.289004,0.649135,0.127282,3.63111,0.283223,,-0.000713517,0.0986302,-0.0195275,85.9553,-0.000713517,0.014259,-0.017359412100631744,0.01425904966890812,0.00308676,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Max Stassi","10059",545358
"Cooper Ingle","CLE",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.232875,0.124141,0.203188,0.610964,0.331106,0.355559,0.306967,0.686665,0.122684,2.02492,0.28104,,-0.00198061,0.113214,-0.00494329,97.1861,-0.00198061,0.000657342,-0.005297064548358321,0.0006573420250788331,0.00304673,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Cooper Ingle","sa3023069",694876
"Rhylan Thomas","SEA",2,7,7,2,1,0,0,0,1,1,0,0,1,0,0,0,,0,0,0.246022,0.0512518,0.128406,0.399138,0.287071,0.316332,0.267361,0.603403,0.07031,3.89887,0.275255,-0.0013392,-0.0105582,0.567412,-0.259692,75.2506,-0.0118974,0.0798036,-0.21608815249055624,0.004803597927093506,0.00303296,999,,,,,,,4.2,2.1,4.2,2.1,,,,,,,,,,,,,,,,,,,"Rhylan Thomas","31793",689041
"A.J. Ewing","NYM",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.231326,0.0915662,0.265436,0.344966,0.304094,0.347071,0.288718,0.651165,0.115745,6.54895,0.307311,,0.00152034,0.098398,-0.0197597,86.6671,0.00152034,0.0104961,-0.014281943324021995,0.010496087372303009,0.00301662,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"A.J. Ewing","sa3022963",805999
"Yasmani Grandal",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.225827,0.103733,0.213397,0.486102,0.310828,0.356729,0.2968,0.667558,0.130902,2.31371,0.265979,,-0.00133029,0.10496,-0.0131976,84.8021,-0.00133029,0.014259,-0.01924276608042419,0.01425904966890812,0.00301153,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Yasmani Grandal","11368",518735
"Payton Henry","NYY",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.229773,0.0584994,0.270728,0.216082,0.287659,0.372758,0.289335,0.660418,0.142985,2.67475,0.290023,,-0.00156412,0.0988993,-0.0192584,84.9841,-0.00156412,0.014259,-0.019262106623500586,0.01425904966890812,0.00300956,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Payton Henry","22164",668721
"Sam Huff","BAL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.219987,0.071839,0.337857,0.212631,0.279279,0.382192,0.28815,0.661471,0.162205,2.5645,0.303233,,-0.00129743,0.0979368,-0.0202209,84.4836,-0.00129743,0.0144089,-0.019585277186706662,0.014408865012228489,0.00299182,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Sam Huff","22209",669087
"Aaron Antonini","DET",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.217167,0.0775474,0.244896,0.316655,0.297544,0.347349,0.287262,0.644893,0.130182,3.89844,0.268484,,-0.000707279,0.0972161,-0.0209416,83.8332,-0.000707279,0.014259,-0.019761739997193217,0.01425904966890812,0.00295844,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Aaron Antonini","sa3010906",689577
"Michael Stefanic","ATH",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.256076,0.0921737,0.140841,0.654451,0.337993,0.332654,0.302506,0.670648,0.0765785,2.66016,0.293723,,-0.00256911,0.109593,-0.0085651,92.5139,-0.00256911,0.00641999,-0.011417072964832187,0.006419994868338108,0.00295143,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Michael Stefanic","25353",683021
"Andrew Tess","BAL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.207037,0.0925704,0.300593,0.307959,0.306153,0.327201,0.286294,0.633354,0.120163,5.16531,0.287826,,-0.000119988,0.0964299,-0.0217278,83.2051,-0.000119988,0.014259,-0.01991469624772435,0.01425904966890812,0.00294279,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Andrew Tess","sa3067325",811083
"Bryce Rainer","DET",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.232318,0.0808096,0.270048,0.299241,0.298652,0.378562,0.29666,0.677214,0.146245,5.03868,0.29713,,0.0000944647,0.104846,-0.0133113,88.651,0.0000944647,0.0072165,-0.013281695792102255,0.007216504774987698,0.00290089,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Bryce Rainer","sa3066592",800614
"Gage Workman","DET",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.214454,0.085205,0.350656,0.242988,0.283387,0.374042,0.287392,0.657429,0.159588,6.38469,0.310113,,0.00114506,0.0973217,-0.020836,82.2666,0.00114506,0.0134973,-0.01975585101172328,0.01349729672074318,0.0028811,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Gage Workman","27573",669398
"Luis Guevara","BAL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.230364,0.0870112,0.254652,0.341687,0.307177,0.373389,0.299848,0.680566,0.143025,5.93897,0.291609,,0.000233392,0.107435,-0.0107226,92.5425,0.000233392,0.00213886,-0.00855617068009451,0.002138857962563634,0.00286486,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Luis Guevara","sa3021232",808287
"Paul McIntosh","PHI",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.224047,0.0823586,0.239718,0.343565,0.297909,0.367775,0.293506,0.665684,0.143728,2.67069,0.271654,,-0.00183723,0.102286,-0.015872,85.0357,-0.00183723,0.014259,-0.01957303029485047,0.01425904966890812,0.00286028,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Paul McIntosh","sa3017372",682192
"Ernesto Martinez Jr.","NYY",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.234721,0.0838784,0.255949,0.327715,0.309216,0.384701,0.304434,0.693917,0.14998,4.52588,0.29638,,-0.00173355,0.111158,-0.00699961,95.3851,-0.00173355,0.000657342,-0.007172703742980957,0.0006573420250788331,0.00285483,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Ernesto Martinez Jr.","sa3003173",667803
"Brendan Jones","MIA",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.225833,0.113415,0.241915,0.46882,0.316117,0.356061,0.298924,0.672178,0.130228,6.84954,0.286625,,0.0052388,0.106685,-0.0114729,89.0168,0.0052388,0.00213886,-0.007778523024171591,0.002138857962563634,0.00282695,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Brendan Jones","sa3025253",800957
"Sam Petersen","WSN",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.235759,0.0735115,0.240595,0.30554,0.305129,0.375345,0.299302,0.680474,0.139586,5.87956,0.291233,,0.00322889,0.106991,-0.0111662,90.6367,0.00322889,0.00213886,-0.007868532789871097,0.002138857962563634,0.00281774,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Sam Petersen","sa3025609",695763
"Nate George","BAL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.24886,0.0620311,0.241683,0.256663,0.298599,0.390897,0.299595,0.689497,0.142038,7.45403,0.311037,,0.00132482,0.107229,-0.0109284,92.3679,0.00132482,0.000657342,-0.007670517545193434,0.0006573420250788331,0.00280389,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Nate George","sa3067128",825582
"Brewer Hicklen","ATL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.21391,0.0819592,0.333585,0.245693,0.293666,0.381242,0.296265,0.674909,0.167333,6.82828,0.294715,,0.0058927,0.104526,-0.0136316,88.0656,0.0058927,0.00214912,-0.008252047002315521,0.0021491239313036203,0.00277956,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Brewer Hicklen","20450",676551
"Chris Suero","NYM",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.205854,0.102997,0.30253,0.340452,0.307564,0.342256,0.291955,0.64982,0.136402,4.79009,0.278133,,-0.000211349,0.101027,-0.0171312,88.8848,-0.000211349,0.0072165,-0.013385139202000573,0.007216504774987698,0.00277283,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Chris Suero","sa3018614",801523
"Devin Fitz-Gerald","WSN",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.229622,0.0899832,0.227572,0.395405,0.30604,0.365668,0.296939,0.671708,0.136046,3.09599,0.275623,,-0.000633536,0.105073,-0.0130844,89.0183,-0.000633536,0.0072165,-0.013649141532368958,0.007216504774987698,0.00274582,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Devin Fitz-Gerald","sa3067320",803849
"Xavier Isaac","TBR",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.216311,0.107755,0.319389,0.337378,0.305603,0.38964,0.304931,0.695243,0.173329,3.99587,0.290624,,-0.000939747,0.111562,-0.00659587,93.7172,-0.000939747,0.000657342,-0.008344715577550232,0.0006573420250788331,0.00273492,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Xavier Isaac","sa3020498",800060
"Rodolfo Castro",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.228723,0.0733618,0.262306,0.27968,0.293743,0.396123,0.300436,0.689866,0.1674,4.41204,0.279637,,-0.00233665,0.107912,-0.0102453,89.7832,-0.00233665,0.00784248,-0.01444568857550621,0.007842478342354298,0.00272837,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Rodolfo Castro","21987",666801
"Mark Kolozsvary","PHI",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.213961,0.0763128,0.301845,0.252821,0.291092,0.365949,0.289969,0.657041,0.151988,4.08529,0.283353,,-0.000400782,0.0994144,-0.0187433,82.6131,-0.000400782,0.014259,-0.02100789363612421,0.01425904966890812,0.00271347,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Mark Kolozsvary","21304",656627
"Noah Cardenas","MIN",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.209242,0.114643,0.249738,0.459055,0.314543,0.323914,0.28966,0.638457,0.114673,2.25922,0.268779,,-0.00265787,0.0991632,-0.0189945,83.3219,-0.00265787,0.014259,-0.022314966423437,0.01425904966890812,0.00269721,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Noah Cardenas","sa3017624",681433
"Ramón Rodríguez","MIL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.231489,0.0758742,0.174045,0.435945,0.297504,0.352257,0.287439,0.649761,0.120769,2.51111,0.261225,,-0.00142515,0.0973598,-0.0207979,83.2446,-0.00142515,0.014259,-0.0212837167782709,0.01425904966890812,0.00268525,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Ramon Rodriguez","sa918698",670232
"Parks Harber","SFG",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.23419,0.0845369,0.284409,0.297237,0.304929,0.382673,0.301229,0.687603,0.148483,4.67376,0.311073,,-0.00104714,0.108556,-0.00960147,93.1776,-0.00104714,0.000712953,-0.009088159771636128,0.0007129529840312898,0.00266454,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Parks Harber","sa3025308",692238
"Greg Jones","MIL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.205876,0.068423,0.386024,0.177251,0.272625,0.345381,0.272525,0.618007,0.139506,7.47565,0.31955,,0.00775795,0.0852509,-0.0329068,73.028,0.00775795,0.0168355,-0.024209465831518173,0.016835534945130348,0.00264952,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Greg Jones","25448",675659
"Jakson Reetz","SEA",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.19809,0.0739164,0.297,0.248877,0.277636,0.348056,0.277441,0.625692,0.149966,2.71788,0.254801,,-0.00180781,0.0892428,-0.0289149,82.1943,-0.00180781,0.014259,-0.022793965530581772,0.01425904966890812,0.0026482,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Jakson Reetz","17837",656883
"Fernando Gonzalez","SFG",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.223096,0.0758,0.244908,0.309504,0.291945,0.351314,0.284604,0.643259,0.128218,2.80338,0.276679,,-0.00151277,0.0950583,-0.0230994,82.9416,-0.00151277,0.014259,-0.021730528911575675,0.01425904966890812,0.00263954,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Fernando Gonzalez","sa3032413",692232
"Nate Furman","SFG",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.241479,0.0973199,0.197636,0.49242,0.328281,0.349162,0.303117,0.677442,0.107682,4.73067,0.290721,,0.000306873,0.110089,-0.00806912,95.6231,0.000306873,-0.00262224,-0.004880636202869937,-0.0026222390588372946,0.00263632,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Nate Furman","sa3020763",801501
"Payton Eeles","BAL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.230019,0.0914597,0.205298,0.445497,0.32346,0.334565,0.296785,0.658025,0.104546,6.01682,0.281659,,0.00170799,0.104948,-0.0132096,90.4324,0.00170799,0.000657342,-0.009568497072905302,0.0006573420250788331,0.00260971,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Payton Eeles","sa3023622",823356
"Luke Stevenson","SEA",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.210879,0.105712,0.270885,0.390246,0.302093,0.333161,0.284816,0.635254,0.122282,3.54935,0.276129,,-0.001138,0.0952304,-0.0229273,87.2745,-0.001138,0.0072165,-0.016136484569869936,0.007216504774987698,0.0026088,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Luke Stevenson","sa3043081",806233
"Lazaro Montes","SEA",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.210615,0.100849,0.332889,0.30295,0.293813,0.388719,0.298432,0.682532,0.178104,2.93304,0.282346,,-0.0023942,0.106285,-0.0118724,96.6541,-0.0023942,-0.00262224,-0.006337781669571996,-0.0026222390588372946,0.00260471,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Lazaro Montes","sa3018409",703155
"Miguel Rodríguez","BAL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.23233,0.0771025,0.208219,0.370295,0.303058,0.360602,0.293582,0.66366,0.128271,2.61356,0.274564,,-0.00247427,0.102347,-0.0158105,88.2256,-0.00247427,0.0072165,-0.016351727535948157,0.007216504774987698,0.00258678,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Miguel Rodriguez","sa3021226",808277
"Jose Rojas","NYM",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.222859,0.0899826,0.249312,0.360924,0.295077,0.411463,0.306156,0.70654,0.188604,4.42506,0.259342,,0.0000401879,0.112556,-0.00560177,98.6126,0.0000401879,-0.00641657,-0.001604167242476251,-0.006416573189198971,0.00258334,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Jose Rojas","19331",670351
"Sam Hilliard",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.241573,0.0878299,0.296903,0.29582,0.308949,0.443562,0.32341,0.752511,0.201989,7.46246,0.315471,,0.0017948,0.126565,0.00840693,93.4783,0.0017948,-0.00210213,-0.005934812477789819,-0.0021021259017288685,0.00258168,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Sam Hilliard","17954",656541
"Mike Sirota","LAD",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.225085,0.105257,0.281077,0.374477,0.310471,0.39329,0.308463,0.703762,0.168205,3.61097,0.28677,,-0.002543,0.11443,-0.00372802,97.4017,-0.002543,-0.00262224,-0.0056225687731057405,-0.0026222390588372946,0.00256042,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Mike Sirota","sa3042374",701527
"Joshua Baez","STL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.218321,0.0777612,0.292571,0.265786,0.290992,0.360016,0.287354,0.651009,0.141695,6.16127,0.289003,,0.00607517,0.0972906,-0.0208671,84.5796,0.00607517,0.00393692,-0.01220117462798953,0.003936924040317535,0.00255843,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Joshua Baez","sa3017022",695491
"Weston Wilson","BAL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.223868,0.0923238,0.281034,0.328514,0.297961,0.396135,0.302672,0.694096,0.172267,5.04555,0.279319,,0.000795643,0.109727,-0.00843049,94.4873,0.000795643,-0.00384994,-0.0057017686776816845,-0.0038499440997838974,0.00254417,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Weston Wilson","19358",642215
"Bryan Lavastida","ATH",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.223966,0.0773703,0.231131,0.334747,0.293901,0.344888,0.283302,0.638789,0.120922,5.42927,0.276447,,0.00118651,0.0940014,-0.0241563,79.3223,0.00118651,0.014259,-0.023252697428688407,0.01425904966890812,0.00254253,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Bryan Lavastida","24765",681526
"Reed Trimble","BAL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.225036,0.0795073,0.259735,0.30611,0.292422,0.37556,0.292741,0.667981,0.150524,6.39747,0.280924,,0.00428167,0.101664,-0.0164935,87.6462,0.00428167,0.000657342,-0.010278761852532625,0.0006573420250788331,0.00253704,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Reed Trimble","sa3017180",701655
"Joseph Sullivan","HOU",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.198182,0.121673,0.302447,0.402295,0.317371,0.325116,0.292689,0.642487,0.126934,5.26627,0.273536,,0.00206304,0.101623,-0.0165351,86.7419,0.00206304,0.00393692,-0.013563212472945452,0.003936924040317535,0.00253654,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Joseph Sullivan","sa3025413",813896
"Enrique Bradfield Jr.","BAL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.224812,0.0904657,0.224424,0.403101,0.301304,0.322049,0.279483,0.623353,0.0972374,6.62134,0.28368,,0.00876479,0.0909006,-0.0272572,78.5137,0.00876479,0.00693132,-0.016559280455112457,0.006931324023753405,0.00253637,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Enrique Bradfield Jr.","sa3022917",690961
"Darrien Miller","MIL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.191386,0.119283,0.273151,0.436691,0.319235,0.297376,0.285861,0.61661,0.10599,2.46297,0.258449,,-0.00166864,0.0960787,-0.022079,82.1638,-0.00166864,0.014259,-0.022808244568295777,0.01425904966890812,0.00252927,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Darrien Miller","sa3011330",687152
"Jared Thomas",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.223161,0.0872809,0.241661,0.36117,0.299598,0.351282,0.288911,0.650881,0.128122,3.59554,0.276444,,-0.00134294,0.0985547,-0.019603,81.8877,-0.00134294,0.014259,-0.02280976972542703,0.01425904966890812,0.00252912,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Jared Thomas","sa3022589",683228
"Nate Baez","BOS",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.229415,0.0775318,0.26117,0.296863,0.298477,0.360353,0.290809,0.65883,0.130937,3.29249,0.295286,,-0.00130671,0.100096,-0.0180616,80.6752,-0.00130671,0.014259,-0.02408321888651699,0.01425904966890812,0.0025163,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Nate Baez","sa3020272",686960
"Yunior Severino",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.228021,0.089672,0.316914,0.282953,0.301562,0.391157,0.302785,0.692719,0.163136,3.21243,0.310551,,-0.00163736,0.109819,-0.00833864,92.3629,-0.00163736,0.000712953,-0.010638617910444736,0.0007129529840312898,0.00250591,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Yunior Severino","sa3003185",670870
"Ji Hwan Bae","NYM",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.237544,0.0923279,0.239168,0.386037,0.312358,0.346261,0.292718,0.658618,0.108717,6.62852,0.3067,,0.00245637,0.101646,-0.0165116,89.4076,0.00245637,0.00115966,-0.010097844991832972,0.0011596600525081158,0.00248947,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Ji Hwan Bae","23818",678225
"Demetrio Crisantes","ARI",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.241781,0.0771693,0.211832,0.364295,0.304307,0.362802,0.293843,0.66711,0.121021,5.19824,0.293881,,0.000404951,0.102559,-0.0155985,85.8927,0.000404951,0.0072165,-0.016315076005412266,0.007216504774987698,0.00247306,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Demetrio Crisantes","sa3021051",702679
