"last_name, first_name",pitcher,ff_avg_speed,si_avg_speed,fc_avg_speed,sl_avg_speed,ch_avg_speed,cu_avg_speed,fs_avg_speed,kn_avg_speed,st_avg_speed,sv_avg_speed,year,ff_avg_spin,si_avg_spin,fc_avg_spin,sl_avg_spin,ch_avg_spin,cu_avg_spin,fs_avg_spin,kn_avg_spin,st_avg_spin,sv_avg_spin,n_ff,n_si,n_fc,n_sl,n_ch,n_cu,n_fs,n_kn,n_st,n_sv
"Rogers, Taylor",573124,94.4,94.6,,,,,,,81.0,,2020,2166.0,2139.0,,,,,,,2614.0,,1.1,53.4,,,,,,,45.5,
"Rogers, Taylor",573124,,95.7,,,,,,,84.0,,2021,,2055.0,,,,,,,2550.0,,,46.0,,,,,,,54.0,
"Rogers, Taylor",573124,93.6,94.3,,,,,,,80.9,,2022,2223.0,2168.0,,,,,,,2693.0,,0.2,42.8,,,,,,,57.1,
"Rogers, Taylor",573124,93.4,93.6,88.5,,,,,,79.4,,2023,1915.0,2121.0,2186.0,,,,,,2730.0,,0.7,40.8,2.0,,,,,,56.5,
"Rogers, Taylor",573124,,93.0,,,,,,,79.3,,2024,,2097.0,,,,,,,2762.0,,,52.8,,,,,,,47.2,
"Rogers, Taylor",573124,93.9,92.7,,,,,,,78.2,,2025,2237.0,2169.0,,,,,,,2841.0,,0.1,49.0,,,,,,,50.9,
"Rosscup, Zac",573127,93.5,93.4,,86.9,,,,,,,2015,1968.0,1932.0,,1934.0,,,,,,,37.8,20.6,,41.6,,,,,,
"Rosscup, Zac",573127,92.4,92.3,,86.2,,,,,,,2019,2009.0,2009.0,,2492.0,,,,,,,19.1,21.0,,59.9,,,,,,
"Straily, Dan",573185,89.8,90.7,,83.4,82.8,71.2,,,,,2015,2230.0,2111.0,,2048.0,1304.0,2771.0,,,,,47.1,0.7,,31.3,20.6,0.3,,,,
"Straily, Dan",573185,89.8,90.0,,83.6,82.9,73.2,,,,,2016,2212.0,2131.0,,2305.0,1314.0,2411.0,,,,,47.1,4.2,,26.1,18.0,4.7,,,,
"Straily, Dan",573185,90.5,90.3,,83.7,83.4,73.5,,,,,2017,2227.0,2251.0,,2397.0,1408.0,2513.0,,,,,45.0,5.4,,29.1,17.4,3.0,,,,
"Straily, Dan",573185,90.4,90.3,,83.7,83.5,75.0,,,,,2018,2326.0,2247.0,,2570.0,1493.0,2694.0,,,,,43.4,5.9,,32.9,17.0,0.7,,,,
"Straily, Dan",573185,90.2,91.4,,83.6,84.0,76.1,,,,,2019,2365.0,2208.0,,2643.0,1669.0,2729.0,,,,,52.2,0.2,,20.0,24.1,3.5,,,,
"Stroman, Marcus",573186,93.4,92.5,90.7,86.1,85.1,82.2,,,83.3,86.6,2015,2287.0,2125.0,2262.0,,1438.0,,,,2302.0,2207.0,7.2,41.3,11.5,0.5,12.3,0.3,,,10.2,16.6
"Stroman, Marcus",573186,93.5,92.9,89.2,86.2,85.2,80.0,,,,83.4,2016,2377.0,2253.0,2472.0,,1449.0,2616.0,,,,2695.0,9.3,48.9,22.2,0.1,5.3,2.5,,,,11.7
"Stroman, Marcus",573186,94.0,93.3,89.9,,82.6,80.1,,,,86.0,2017,2337.0,2246.0,2613.0,,1673.0,2720.0,,,,2734.0,5.0,57.2,3.3,,5.9,0.8,,,,27.8
"Stroman, Marcus",573186,92.7,92.3,90.7,88.2,82.7,72.4,,,,85.2,2018,2379.0,2312.0,2506.0,2663.0,1753.0,2464.0,,,,2659.0,4.9,43.9,15.8,0.2,4.6,0.7,,,,30.1
"Stroman, Marcus",573186,93.0,92.5,91.0,,87.0,75.2,,,,85.7,2019,2459.0,2345.0,2615.0,,1927.0,2681.0,,,,2839.0,2.1,36.5,24.4,,5.3,1.1,,,,30.6
"Stroman, Marcus",573186,92.6,91.9,89.9,87.2,,74.9,86.1,,,84.9,2021,2438.0,2284.0,2585.0,2643.0,,2514.0,1634.0,,,2679.0,2.6,42.0,15.4,1.6,,0.4,16.1,,,21.9
"Stroman, Marcus",573186,92.6,92.0,90.0,86.4,,,87.0,,,84.6,2022,2435.0,2264.0,2532.0,2692.0,,,1715.0,,,2673.0,8.2,40.5,10.5,5.1,,,12.0,,,23.8
"Stroman, Marcus",573186,92.0,91.4,89.7,86.1,,,86.6,,,84.6,2023,2412.0,2285.0,2604.0,2784.0,,,1773.0,,,2764.0,8.3,46.4,9.6,5.1,,,7.6,,,23.0
"Stroman, Marcus",573186,90.0,90.0,88.1,85.3,,76.2,83.3,,,82.2,2024,2300.0,2244.0,2531.0,2654.0,,2511.0,1917.0,,,2660.0,3.0,35.2,18.3,16.0,,2.6,11.1,,,13.9
"Stroman, Marcus",573186,89.5,89.8,88.8,84.5,,77.9,82.3,,,82.1,2025,2405.0,2280.0,2502.0,2720.0,,2656.0,1962.0,,,2716.0,4.3,36.5,17.8,6.5,,5.0,10.7,,,19.3
"Sturdevant, Tyler",573188,91.9,,88.0,,86.0,79.6,,,,,2016,2064.0,,2188.0,,1577.0,1970.0,,,,,43.8,,38.3,,6.3,11.7,,,,
"Thielbar, Caleb",573204,89.8,,,78.8,,68.7,,,77.5,,2020,2421.0,,,2494.0,,2556.0,,,2495.0,,54.4,,,3.8,,25.3,,,16.4,
"Thielbar, Caleb",573204,91.3,,,,82.4,71.8,,,80.2,,2021,2309.0,,,,2167.0,2382.0,,,2380.0,,49.0,,,,0.3,16.4,,,34.4,
"Thielbar, Caleb",573204,92.8,,,,82.7,73.0,,,81.3,,2022,2298.0,,,,1117.0,2455.0,,,2362.0,,49.4,,,,1.0,24.7,,,24.9,
"Thielbar, Caleb",573204,93.1,,,88.4,,73.6,,,80.3,,2023,2284.0,,,2320.0,,2492.0,,,2454.0,,52.2,,,5.8,,20.6,,,21.4,
"Thielbar, Caleb",573204,93.2,,,86.6,,74.1,,,81.5,,2024,2275.0,,,2259.0,,2487.0,,,2465.0,,43.4,,,0.8,,24.8,,,31.0,
"Thielbar, Caleb",573204,92.8,,,88.6,,76.0,,,80.9,,2025,2327.0,,,2338.0,,2607.0,,,2578.0,,42.1,,,14.4,,28.1,,,15.4,
"Wilk, Adam",573244,88.3,87.8,,83.9,82.6,78.5,,,,,2017,2139.0,2105.0,,2246.0,1681.0,2136.0,,,,,31.8,23.5,,12.6,19.2,12.9,,,,
"Ynoa, Michael",573589,94.9,,,88.6,88.1,80.8,,,,,2016,2263.0,,,2310.0,1904.0,2592.0,,,,,67.2,,,16.8,4.1,11.9,,,,
"Ynoa, Michael",573589,93.2,92.8,,86.8,87.6,79.6,,,,,2017,2218.0,2221.0,,2283.0,1980.0,2506.0,,,,,10.9,41.6,,25.1,5.9,16.5,,,,
"Minaya, Juan",573668,94.2,94.4,92.5,86.7,88.4,82.6,,,,,2017,2325.0,2330.0,2289.0,2260.0,1787.0,2320.0,,,,,45.6,16.6,0.2,14.0,3.5,20.0,,,,
"Minaya, Juan",573668,95.0,,,86.4,89.7,85.3,,,,,2018,2386.0,,,2261.0,1676.0,2268.0,,,,,61.2,,,8.3,23.1,7.4,,,,
"Minaya, Juan",573668,93.4,,87.7,84.4,88.1,83.6,,,,,2019,2312.0,,1702.0,2194.0,1571.0,2263.0,,,,,62.6,,0.2,8.8,20.1,8.4,,,,
"Minaya, Juan",573668,95.2,,,85.4,88.9,,,,,,2021,2236.0,,,2179.0,1584.0,,,,,,51.4,,,3.6,44.9,,,,,
"Kikuchi, Yusei",579328,92.5,,,86.0,84.5,75.0,,,,,2019,2096.0,,,2220.0,1772.0,2527.0,,,,,48.9,,,28.0,7.6,15.4,,,,
"Kikuchi, Yusei",579328,95.0,,92.1,83.3,86.8,,,,,,2020,2172.0,,2256.0,2347.0,1422.0,,,,,,37.7,,40.0,16.0,6.3,,,,,
"Kikuchi, Yusei",579328,95.1,,91.3,83.2,86.4,83.0,,,,,2021,2214.0,,2304.0,2387.0,1470.0,2383.0,,,,,35.8,,32.9,20.2,10.7,0.4,,,,
"Kikuchi, Yusei",579328,94.9,96.4,91.1,86.6,87.0,85.2,,,,,2022,2271.0,1483.0,2255.0,2355.0,1565.0,2256.0,,,,,50.5,0.1,5.4,30.3,13.4,0.3,,,,
"Kikuchi, Yusei",579328,95.1,90.1,,88.7,88.6,83.1,,,82.7,,2023,2339.0,1926.0,,2427.0,1708.0,2535.0,,,2528.0,,45.2,0.4,,26.3,9.1,18.9,,,0.1,
"Kikuchi, Yusei",579328,95.5,,,88.3,86.8,82.4,,,,,2024,2289.0,,,2396.0,1655.0,2471.0,,,,,47.0,,,24.0,11.1,17.9,,,,
"Kikuchi, Yusei",579328,94.8,92.7,,87.0,85.6,79.9,,,80.8,,2025,2185.0,2157.0,,2295.0,1541.0,2526.0,,,2389.0,,34.9,1.2,,36.2,12.1,15.4,,,0.2,
"Goody, Nick",580792,91.4,,,82.8,87.0,,,,,,2016,2242.0,,,2101.0,2043.0,,,,,,52.3,,,47.5,0.2,,,,,
"Goody, Nick",580792,91.8,,,83.2,,,,,,,2017,2213.0,,,2330.0,,,,,,,52.5,,,47.5,,,,,,
"Goody, Nick",580792,92.6,,,82.3,,,,,,,2019,2229.0,,,2390.0,,,,,,,51.2,,,48.8,,,,,,
"Scott, Robby",582494,89.8,87.8,,74.5,84.8,73.9,,,,,2017,2158.0,2121.0,,2305.0,1753.0,2298.0,,,,,25.6,33.7,,27.0,5.4,8.3,,,,
"Velázquez, Hector",584171,90.1,89.1,,81.0,83.5,75.2,,,,,2017,2049.0,2005.0,,1788.0,1379.0,2100.0,,,,,35.1,35.3,,11.8,14.1,3.7,,,,
"Velázquez, Hector",584171,91.5,90.2,,84.0,85.4,76.6,,,,,2018,2096.0,2054.0,,1877.0,1371.0,2149.0,,,,,22.9,36.9,,13.5,23.5,3.2,,,,
"Velázquez, Hector",584171,92.2,91.1,,83.0,85.9,76.9,,,,,2019,2175.0,2052.0,,2120.0,1478.0,2162.0,,,,,23.2,27.5,,16.9,29.9,2.6,,,,
"Ramos, Edubray",591693,95.9,,,83.2,86.0,78.9,,,,,2016,2487.0,,,2470.0,1823.0,2382.0,,,,,54.0,,,35.0,1.3,9.7,,,,
"Ramos, Edubray",591693,94.3,,,83.2,82.5,78.7,,,,,2017,2555.0,,,2632.0,1839.0,2481.0,,,,,42.4,,,50.2,0.3,7.1,,,,
"Ramos, Edubray",591693,93.3,92.0,,82.9,87.9,,,,,,2018,2473.0,2292.0,,2580.0,1907.0,,,,,,35.0,3.5,,57.3,4.2,,,,,
"Ramos, Edubray",591693,91.5,,,80.8,89.1,,,,,,2019,2420.0,,,2542.0,1928.0,,,,,,36.5,,,54.4,9.1,,,,,
"Achter, A.J.",592091,91.7,91.3,90.4,81.3,83.5,,,,,,2016,2274.0,2311.0,2305.0,2115.0,1489.0,,,,,,31.7,16.8,1.2,8.2,42.0,,,,,
"Adam, Jason",592094,94.1,,,,89.1,77.4,,,,,2018,2580.0,,,,1872.0,2516.0,,,,,61.1,,,,7.9,31.0,,,,
"Adam, Jason",592094,94.4,,,,89.4,77.7,,,,,2019,2580.0,,,,1815.0,2539.0,,,,,61.4,,,,11.6,27.0,,,,
"Adam, Jason",592094,94.8,,,82.6,89.6,79.3,,,,,2020,2721.0,,,2859.0,1956.0,2740.0,,,,,53.5,,,20.4,15.4,10.8,,,,
"Adam, Jason",592094,94.8,,,,90.0,,,,81.3,,2022,2654.0,,,,2016.0,,,,2719.0,,32.1,,,,32.2,,,,35.8,
"Adam, Jason",592094,94.6,,,83.8,89.6,,,,79.0,,2023,2625.0,,,2539.0,2258.0,,,,2701.0,,33.4,,,1.3,35.2,,,,30.0,
"Adam, Jason",592094,95.5,93.6,86.9,84.3,89.5,,,,78.9,,2024,2653.0,2096.0,2634.0,2716.0,2166.0,,,,2687.0,,37.1,0.4,1.4,19.2,25.8,,,,16.1,
"Adam, Jason",592094,94.6,,85.9,83.9,88.2,,,,77.5,,2025,2586.0,,2516.0,2603.0,2040.0,,,,2573.0,,22.7,,0.3,35.1,33.4,,,,8.5,
"Allen, Cody",592102,95.6,95.3,,90.7,87.9,86.3,,,,,2015,2444.0,2427.0,,2480.0,1338.0,2462.0,,,,,60.2,0.9,,2.2,0.8,35.9,,,,
"Allen, Cody",592102,94.9,,,,,84.6,,,,,2016,2517.0,,,,,2577.0,,,,,63.4,,,,,36.6,,,,
"Allen, Cody",592102,94.3,,,,,84.2,,,,,2017,2506.0,,,,,2617.0,,,,,55.4,,,,,44.6,,,,
"Allen, Cody",592102,93.6,,,,,83.5,,,,,2018,2445.0,,,,,2575.0,,,,,60.3,,,,,39.7,,,,
"Allen, Cody",592102,92.2,,,,,82.6,,,,,2019,2460.0,,,,,2534.0,,,,,53.8,,,,,46.2,,,,
"Barbato, Johnny",592127,94.2,94.0,,86.4,84.6,78.4,,,,,2017,2005.0,1982.0,,1953.0,899.0,2506.0,,,,,19.3,34.8,,23.3,1.0,21.6,,,,
"Barnes, Danny",592130,92.0,92.1,,83.6,79.5,,,,,,2017,2277.0,2287.0,,2372.0,1423.0,,,,,,66.3,1.4,,4.5,27.8,,,,,
"Barnes, Danny",592130,91.7,92.1,,82.1,79.6,,,,,,2018,2243.0,2222.0,,2404.0,1368.0,,,,,,65.1,0.5,,10.8,23.7,,,,,
"Bedrosian, Cam",592135,95.1,,94.1,82.3,89.4,,,,,,2015,2282.0,,2228.0,2505.0,1547.0,,,,,,64.9,,9.0,25.2,1.0,,,,,
"Bedrosian, Cam",592135,95.9,,95.7,83.9,,,,,,,2016,2333.0,,2354.0,2749.0,,,,,,,61.8,,6.0,32.3,,,,,,
"Bedrosian, Cam",592135,93.9,,,84.3,,,,,,,2017,2326.0,,,2647.0,,,,,,,57.8,,,42.2,,,,,,
"Bedrosian, Cam",592135,93.1,,,83.0,,,,,,,2018,2342.0,,,2653.0,,,,,,,55.5,,,44.5,,,,,,
"Bedrosian, Cam",592135,92.9,,,83.2,,,86.1,,,,2019,2377.0,,,2630.0,,,1791.0,,,,47.8,,,50.9,,,1.3,,,
"Bedrosian, Cam",592135,92.9,,,81.2,,,84.3,,,,2021,2261.0,,,2413.0,,,1446.0,,,,50.2,,,24.6,,,25.2,,,
"Biddle, Jesse",592145,94.5,94.2,,87.3,,76.9,,,,,2018,2502.0,2473.0,,2442.0,,2631.0,,,,,47.8,7.4,,19.2,,25.6,,,,
"Biddle, Jesse",592145,93.8,93.2,,87.1,,77.2,,,,,2019,2532.0,2576.0,,2350.0,,2591.0,,,,,54.6,0.2,,20.1,,25.1,,,,
"Booser, Cam",592155,95.3,,88.3,,,,,,82.3,,2024,2087.0,,2031.0,,,,,,2029.0,,41.0,,35.4,,,,,,23.6,
"Booser, Cam",592155,95.5,,87.3,,87.5,,,,81.1,,2025,2132.0,,2154.0,,1444.0,,,,2133.0,,45.9,,19.6,,2.6,,,,31.9,
"Brennan, Brandon",592165,94.6,94.7,,87.1,84.6,,,,,,2019,2303.0,2228.0,,2097.0,1670.0,,,,,,2.9,48.7,,6.5,41.9,,,,,
"Brice, Austin",592169,94.1,93.5,,85.8,87.3,80.8,,,,,2017,2210.0,2020.0,,2496.0,1464.0,2728.0,,,,,20.0,42.4,,23.2,1.0,13.3,,,,
"Brice, Austin",592169,94.2,93.8,,85.1,86.8,82.7,,,,,2018,2232.0,1954.0,,2507.0,1452.0,2585.0,,,,,19.8,48.5,,1.7,2.0,28.1,,,,
"Brice, Austin",592169,93.1,93.3,,,87.1,81.7,,,,,2019,2351.0,2056.0,,,1809.0,2903.0,,,,,31.5,19.5,,,4.4,44.7,,,,
"Brice, Austin",592169,93.8,93.6,,,88.5,81.7,,,,,2020,2244.0,2086.0,,,1733.0,2692.0,,,,,35.7,25.9,,,1.1,37.3,,,,
"Brice, Austin",592169,92.6,92.7,,,88.5,81.8,,,,,2021,2244.0,2088.0,,,1963.0,2695.0,,,,,44.5,14.2,,,2.6,38.7,,,,
"Bridwell, Parker",592170,92.5,91.7,89.6,,84.4,79.5,,,,,2017,2440.0,2325.0,2528.0,,1559.0,2813.0,,,,,34.3,17.7,17.5,,9.9,20.6,,,,
"Claudio, Alex",592222,,86.0,,80.1,67.8,74.5,,,,,2016,,1969.0,,2215.0,2053.0,2158.0,,,,,,55.5,,2.5,26.9,15.1,,,,
"Claudio, Alex",592222,85.9,86.7,,77.1,71.1,,,,,,2017,2066.0,2006.0,,2221.0,2215.0,,,,,,0.2,56.5,,13.3,30.1,,,,,
"Claudio, Alex",592222,,86.0,,75.7,70.9,,,,,,2018,,1984.0,,2217.0,2198.0,,,,,,,51.8,,11.7,36.5,,,,,
"Claudio, Alex",592222,85.5,85.6,,76.6,73.3,69.9,,,,,2019,2056.0,1984.0,,2238.0,2177.0,2099.0,,,,,2.0,44.3,,17.6,36.0,0.1,,,,
"Claudio, Alex",592222,85.8,85.9,,76.4,72.8,,,,,,2020,2014.0,1902.0,,2227.0,2082.0,,,,,,4.8,34.4,,22.7,38.1,,,,,
"Claudio, Alex",592222,85.4,85.3,,75.6,72.7,,,,,,2021,1962.0,1828.0,,2167.0,1886.0,,,,,,14.3,34.2,,27.1,24.4,,,,,
"Covey, Dylan",592229,92.6,92.6,91.7,86.4,85.8,78.9,83.8,,,,2017,2118.0,2071.0,2129.0,2243.0,1993.0,2386.0,1173.0,,,,30.7,27.7,1.7,16.7,0.6,12.0,10.5,,,
"Covey, Dylan",592229,94.6,94.1,91.1,86.8,83.7,81.2,85.6,,,,2018,2126.0,2035.0,2146.0,2226.0,1649.0,2382.0,1162.0,,,,0.9,60.2,6.2,11.7,3.7,9.3,8.0,,,
"Covey, Dylan",592229,94.1,94.4,91.0,,83.7,82.0,85.8,,,,2019,2120.0,2072.0,2156.0,,1611.0,2447.0,1303.0,,,,17.7,32.8,21.3,,0.1,9.9,18.2,,,
"Covey, Dylan",592229,95.0,95.1,92.4,87.7,85.9,,86.7,,84.8,,2023,2046.0,2068.0,2208.0,2230.0,1743.0,,1068.0,,2453.0,,0.1,41.2,26.8,21.6,1.0,,5.2,,4.1,
"Crichton, Stefan",592233,93.6,93.0,,,87.3,78.8,,,,,2019,2121.0,2047.0,,,1773.0,2546.0,,,,,1.9,61.7,,,3.4,33.0,,,,
"Crichton, Stefan",592233,91.7,92.3,,,86.5,77.8,,,,,2020,1894.0,1964.0,,,1910.0,2584.0,,,,,1.2,60.7,,,1.0,37.1,,,,
"Crichton, Stefan",592233,89.9,90.9,,,87.0,77.7,,,,,2021,1855.0,1868.0,,,1705.0,2547.0,,,,,0.7,67.4,,,4.0,27.9,,,,
"De León, José",592254,92.2,,,82.9,82.2,,,,,77.0,2016,2186.0,,,2030.0,1841.0,,,,,2559.0,66.1,,,7.0,21.1,,,,,5.7
"De León, José",592254,93.0,,,,84.3,,,,79.0,,2021,2058.0,,,,1793.0,,,,2371.0,,62.8,,,,22.5,,,,14.7,
"De León, José",592254,93.8,,87.1,,84.9,,,,79.7,,2023,2189.0,,2142.0,,1810.0,,,,2417.0,,52.1,,9.9,,23.9,,,,14.1,
"Therrien, Jesen",592279,92.7,92.2,,84.6,83.5,,,,,,2017,2286.0,2147.0,,2412.0,1601.0,,,,,,30.7,22.4,,44.7,2.2,,,,,
"Emanuel, Kent",592288,,89.4,,80.9,82.3,,,,75.9,,2024,,2029.0,,2290.0,1714.0,,,,2364.0,,,58.3,,0.3,12.9,,,,28.5,
"Foltynewicz, Mike",592314,95.7,95.4,,84.5,85.0,75.9,,,,,2015,2422.0,2271.0,,1768.0,1556.0,2225.0,,,,,50.4,20.6,,14.2,3.6,11.1,,,,
"Foltynewicz, Mike",592314,95.9,95.7,,85.3,85.8,78.1,,,,,2016,2381.0,2264.0,,2271.0,2026.0,2406.0,,,,,49.2,13.4,,22.0,8.0,7.3,,,,
"Foltynewicz, Mike",592314,95.3,95.3,,86.0,86.2,79.5,,,,,2017,2294.0,2198.0,,2427.0,1882.0,2439.0,,,,,38.8,21.6,,22.5,5.6,11.6,,,,
"Foltynewicz, Mike",592314,96.3,96.5,,86.7,87.8,80.0,,,,,2018,2349.0,2248.0,,2518.0,1909.0,2499.0,,,,,40.1,16.4,,27.3,6.2,10.0,,,,
"Foltynewicz, Mike",592314,94.8,95.0,,85.4,86.7,79.4,,,,,2019,2237.0,2184.0,,2443.0,1876.0,2436.0,,,,,26.3,25.6,,28.5,9.5,10.1,,,,
"Foltynewicz, Mike",592314,93.8,93.1,,83.2,85.2,76.7,,,,,2021,2155.0,2098.0,,2427.0,1779.0,2316.0,,,,,29.3,21.8,,23.6,12.7,12.6,,,,
"García, Jason",592329,94.0,93.7,,85.5,89.7,,,,,,2015,2301.0,2203.0,,1986.0,1519.0,,,,,,33.8,30.8,,27.3,8.1,,,,,
"Gausman, Kevin",592332,95.9,94.3,,80.6,85.8,,85.5,,,,2015,2348.0,2142.0,,1975.0,1927.0,,1498.0,,,,67.5,1.9,,11.0,2.9,,16.7,,,
"Gausman, Kevin",592332,95.4,94.8,,80.3,85.0,,85.1,,,,2016,2306.0,2264.0,,2266.0,1866.0,,1556.0,,,,61.5,4.5,,13.2,1.9,,18.9,,,
"Gausman, Kevin",592332,94.9,90.4,,82.6,85.7,,85.0,,,,2017,2249.0,2087.0,,2291.0,1797.0,,1592.0,,,,64.2,0.0,,13.9,1.2,,20.7,,,
"Gausman, Kevin",592332,93.6,,,81.4,82.0,,82.7,,,,2018,2168.0,,,2210.0,1701.0,,1449.0,,,,58.5,,,14.4,3.1,,24.0,,,
"Gausman, Kevin",592332,93.9,,,82.3,82.6,,83.5,,,,2019,2249.0,,,2310.0,1773.0,,1576.0,,,,57.0,,,1.8,3.5,,37.7,,,
"Gausman, Kevin",592332,95.1,,,81.9,84.3,,84.1,,,,2020,2312.0,,,2353.0,1887.0,,1647.0,,,,51.1,,,6.8,14.5,,27.7,,,
"Gausman, Kevin",592332,94.6,,,82.0,83.8,,83.6,,,,2021,2283.0,,,2197.0,1641.0,,1527.0,,,,52.7,,,6.2,5.6,,35.5,,,
"Gausman, Kevin",592332,95.0,,,84.4,84.5,,85.2,,,,2022,2265.0,,,2206.0,1497.0,,1569.0,,,,48.8,,,14.4,1.3,,35.5,,,
"Gausman, Kevin",592332,94.7,92.6,,84.0,,,86.3,,77.6,,2023,2278.0,2140.0,,2236.0,,,1787.0,,2237.0,,50.7,0.2,,10.2,,,38.3,,0.6,
"Gausman, Kevin",592332,94.0,93.3,,82.7,,,86.0,,,,2024,2287.0,2189.0,,2239.0,,,1764.0,,,,51.9,6.3,,8.4,,,33.4,,,
"Gausman, Kevin",592332,94.5,93.7,,83.2,,,84.9,,,,2025,2260.0,2280.0,,2334.0,,,1691.0,,,,53.7,0.1,,8.6,,,37.6,,,
"Goeddel, Erik",592340,93.6,,90.1,84.6,84.9,78.2,,,,,2015,2186.0,,2205.0,999.0,1228.0,2267.0,,,,,56.0,,0.4,0.6,21.0,22.0,,,,
"Goeddel, Erik",592340,92.5,,88.2,83.7,84.3,76.6,,,,,2016,2189.0,,2187.0,867.0,1160.0,2275.0,,,,,51.5,,1.4,0.5,32.4,14.1,,,,
"Goeddel, Erik",592340,92.5,,,85.2,85.3,76.9,,,,,2017,2219.0,,,952.0,1140.0,2212.0,,,,,45.7,,,0.2,35.5,18.6,,,,
"Goeddel, Erik",592340,92.1,93.5,,,85.1,76.9,,,,,2018,2269.0,2243.0,,,1148.0,2265.0,,,,,49.8,0.6,,,32.7,16.8,,,,
"Goforth, David",592341,95.0,94.6,,89.7,85.6,78.7,,,,,2015,2420.0,2294.0,,2135.0,1245.0,1183.0,,,,,29.7,26.7,,42.8,0.5,0.3,,,,
"González, Chi Chi",592346,92.2,91.3,90.7,87.1,86.7,80.1,,,,,2015,2360.0,2288.0,2456.0,2235.0,1619.0,1812.0,,,,,50.7,14.6,0.2,20.9,9.3,4.4,,,,
"González, Chi Chi",592346,92.4,91.5,86.9,82.0,86.5,,,,,,2019,2428.0,2302.0,2535.0,2632.0,1708.0,,,,,,42.2,11.7,28.3,6.5,11.4,,,,,
"González, Chi Chi",592346,92.3,92.0,87.5,85.0,87.0,80.8,,,,,2020,2359.0,2288.0,2431.0,2361.0,1840.0,2501.0,,,,,45.2,13.3,15.6,5.5,13.5,6.9,,,,
"González, Chi Chi",592346,91.9,90.6,87.8,85.7,84.3,81.1,,,,,2021,2337.0,2229.0,2534.0,2508.0,1649.0,2578.0,,,,,46.6,5.6,8.9,24.2,9.7,5.0,,,,
"González, Chi Chi",592346,92.7,92.1,,84.4,85.5,80.6,,,,,2022,2288.0,2168.0,,2553.0,1908.0,2478.0,,,,,30.6,20.2,,27.7,15.2,6.4,,,,
"Gray, Jon",592351,95.0,96.2,,87.5,85.9,,,,,,2015,2049.0,2052.0,,2117.0,1794.0,,,,,,63.2,0.4,,19.0,17.4,,,,,
"Gray, Jon",592351,95.8,,,89.1,85.9,78.3,,,,,2016,2183.0,,,2370.0,1683.0,2584.0,,,,,55.3,,,26.3,7.4,11.0,,,,
"Gray, Jon",592351,96.0,95.5,,89.7,88.6,80.1,,,,,2017,2064.0,2017.0,,2207.0,1798.0,2527.0,,,,,56.2,0.4,,27.5,2.2,13.8,,,,
"Gray, Jon",592351,94.7,95.0,,87.8,86.3,79.6,,,,,2018,2015.0,1883.0,,2182.0,1557.0,2457.0,,,,,49.6,0.1,,34.0,1.6,14.7,,,,
"Gray, Jon",592351,96.0,95.4,,88.3,86.7,78.6,,,,,2019,2066.0,1799.0,,2220.0,1559.0,2518.0,,,,,51.3,1.2,,33.5,2.9,11.1,,,,
"Gray, Jon",592351,94.0,94.0,,86.3,86.5,77.8,,,,,2020,2148.0,2108.0,,2373.0,1550.0,2568.0,,,,,48.3,1.1,,29.2,13.1,8.4,,,,
"Gray, Jon",592351,94.9,95.3,,86.7,87.6,76.0,,,,,2021,2152.0,2115.0,,2408.0,1454.0,2585.0,,,,,46.6,1.0,,38.1,8.0,6.3,,,,
"Gray, Jon",592351,95.9,95.6,,85.8,88.7,77.8,,,84.9,,2022,2018.0,1892.0,,2212.0,1455.0,2597.0,,,2471.0,,49.7,0.8,,0.5,9.3,4.1,,,35.5,
"Gray, Jon",592351,95.7,96.3,,88.0,88.8,78.2,,,83.3,,2023,2009.0,2311.0,,2383.0,1455.0,2499.0,,,2497.0,,42.2,0.2,,33.5,11.6,6.2,,,6.4,
"Gray, Jon",592351,94.9,,,88.6,88.7,78.9,,,,,2024,2029.0,,,2303.0,1517.0,2384.0,,,,,44.4,,,43.9,7.1,4.6,,,,
"Hembree, Heath",592390,95.0,,,89.1,89.6,81.4,,,,,2015,2325.0,,,2443.0,2205.0,2266.0,,,,,68.7,,,20.4,9.0,1.8,,,,
"Hembree, Heath",592390,94.5,,,88.7,87.6,79.9,,,,,2016,2404.0,,,2489.0,1922.0,2549.0,,,,,60.7,,,27.5,0.7,11.1,,,,
"Hembree, Heath",592390,95.3,95.0,,89.1,,80.4,,,,,2017,2365.0,2412.0,,2511.0,,2604.0,,,,,53.7,1.0,,36.4,,9.0,,,,
"Hembree, Heath",592390,94.5,,,88.8,87.6,81.9,,,,,2018,2413.0,,,2591.0,2469.0,2704.0,,,,,55.2,,,33.6,0.1,11.2,,,,
"Hembree, Heath",592390,93.6,,,87.5,,81.7,,,,,2019,2456.0,,,2624.0,,2760.0,,,,,69.9,,,16.2,,13.9,,,,
"Hembree, Heath",592390,93.9,,,87.5,,80.9,,,,,2020,2500.0,,,2730.0,,2725.0,,,,,57.6,,,33.3,,9.1,,,,
"Hembree, Heath",592390,95.3,,,86.5,,83.0,,,,,2021,2452.0,,,2861.0,,2983.0,,,,,52.3,,,47.2,,0.5,,,,
"Hembree, Heath",592390,94.2,,,84.2,,79.5,,,,,2022,2320.0,,,2645.0,,2659.0,,,,,52.0,,,44.9,,3.0,,,,
